report_section,figure_slice,model_family,model_name,dataset,thinking_mode,evaluation_mode,history_mode,dummy_type,provenance_label,pool_label,k,status,required_for_figure,run_id,num_items,accuracy,format_failure_rate,delta_vs_single_turn_k0,result_json_path,note
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T144446Z-c865bb6d,1319,0.09855951478392722,0.0,-0.43138741470811226,results/runs/qwen25_1p5b_gsm8k_stored_cross_domain_correct_thinking_off_k8__c865bb6d84047504/run-20260318T144446Z-c865bb6d.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T144529Z-b42ba605,1319,0.10841546626231995,0.0,-0.4215314632297195,results/runs/qwen25_1p5b_gsm8k_stored_cross_domain_correct_thinking_off_k16__b42ba605875760bf/run-20260318T144529Z-b42ba605.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T144407Z-521a9ea5,1319,0.10007581501137225,0.0,-0.4298711144806672,results/runs/qwen25_1p5b_gsm8k_stored_cross_domain_incorrect_thinking_off_k2__521a9ea564b59866/run-20260318T144407Z-521a9ea5.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T144431Z-ef1a3408,1319,0.09476876421531463,0.0,-0.4351781652767248,results/runs/qwen25_1p5b_gsm8k_stored_cross_domain_incorrect_thinking_off_k4__ef1a3408231fa551/run-20260318T144431Z-ef1a3408.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T144658Z-0cd390bf,1319,0.10614101592115238,0.0,-0.4238059135708871,results/runs/qwen25_1p5b_gsm8k_stored_cross_domain_incorrect_thinking_off_k8__0cd390bf8d3525da/run-20260318T144658Z-0cd390bf.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T144623Z-f29c9373,1319,0.09931766489764973,0.0,-0.43062926459438977,results/runs/qwen25_1p5b_gsm8k_stored_cross_domain_incorrect_thinking_off_k16__f29c9373af43f300/run-20260318T144623Z-f29c9373.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T143156Z-ae270546,30,0.03333333333333333,0.13333333333333333,0.0,results/runs/qwen25_1p5b_aime_stored_cross_domain_correct_thinking_off_k2__ae2705466515cd96/run-20260318T143156Z-ae270546.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T143156Z-edb079f9,30,0.0,0.16666666666666666,-0.03333333333333333,results/runs/qwen25_1p5b_aime_stored_cross_domain_correct_thinking_off_k4__edb079f930551101/run-20260318T143156Z-edb079f9.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T143159Z-333eabc2,30,0.0,0.1,-0.03333333333333333,results/runs/qwen25_1p5b_aime_stored_cross_domain_correct_thinking_off_k8__333eabc2cdef6fcf/run-20260318T143159Z-333eabc2.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T143158Z-db627d9d,30,0.06666666666666667,0.03333333333333333,0.03333333333333333,results/runs/qwen25_1p5b_aime_stored_cross_domain_correct_thinking_off_k16__db627d9dea3de648/run-20260318T143158Z-db627d9d.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T143148Z-436d4d75,30,0.06666666666666667,0.03333333333333333,0.03333333333333333,results/runs/qwen25_1p5b_aime_stored_cross_domain_incorrect_thinking_off_k2__436d4d75be5144c3/run-20260318T143148Z-436d4d75.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T143206Z-02bd37a9,30,0.03333333333333333,0.1,0.0,results/runs/qwen25_1p5b_aime_stored_cross_domain_incorrect_thinking_off_k4__02bd37a957a138ea/run-20260318T143206Z-02bd37a9.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T143324Z-409a5275,30,0.0,0.13333333333333333,-0.03333333333333333,results/runs/qwen25_1p5b_aime_stored_cross_domain_incorrect_thinking_off_k8__409a5275a7d3febd/run-20260318T143324Z-409a5275.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T143202Z-6f9b12a4,30,0.03333333333333333,0.13333333333333333,0.0,results/runs/qwen25_1p5b_aime_stored_cross_domain_incorrect_thinking_off_k16__6f9b12a4d861993b/run-20260318T143202Z-6f9b12a4.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T150112Z-c2ddcaeb,14042,0.5614584816977638,0.0023500925794046434,0.10319042871385836,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_correct_thinking_off_k2__c2ddcaebbcf3fc4b/run-20260318T150112Z-c2ddcaeb.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T150254Z-74eee905,14042,0.5654465175900869,0.003062241845890899,0.10717846460618147,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_correct_thinking_off_k4__74eee905f4a30f8d/run-20260318T150254Z-74eee905.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T150724Z-ca833a45,14042,0.568651189289275,0.0031334567725395243,0.11038313630536961,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_correct_thinking_off_k8__ca833a45cf8ea7b1/run-20260318T150724Z-ca833a45.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T151330Z-68d63bb0,14042,0.5714285714285714,0.001424298532972511,0.11316051844466596,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_correct_thinking_off_k16__68d63bb02d205efa/run-20260318T151330Z-68d63bb0.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T150326Z-aae5d8da,14042,0.5677253952428429,0.0019940179461615153,0.1094573422589375,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_incorrect_thinking_off_k2__aae5d8daac27ec08/run-20260318T150326Z-aae5d8da.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T150626Z-a2a4282c,14042,0.5687936191425723,0.0019940179461615153,0.11052556615866688,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_incorrect_thinking_off_k4__a2a4282c0c1abcff/run-20260318T150626Z-a2a4282c.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T152044Z-3219dbef,14042,0.5742771684945165,0.0015667283862697621,0.11600911551061105,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_incorrect_thinking_off_k8__3219dbefc4787d01/run-20260318T152044Z-3219dbef.json,
main,main_multimodel_external_contamination,qwen25,Qwen/Qwen2.5-1.5B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T151956Z-ef13ff11,14042,0.5750605326876513,0.0009257940464321322,0.1167924797037459,results/runs/qwen25_1p5b_mmlu_stored_cross_domain_incorrect_thinking_off_k16__ef13ff112b35d5ef/run-20260318T151956Z-ef13ff11.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T153541Z-1a59577a,448,0.22991071428571427,0.020089285714285716,-0.006696428571428575,results/runs/llama32_3b_gpqa_stored_cross_domain_correct_thinking_off_k2__1a59577a4fa857ee/run-20260318T153541Z-1a59577a.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T153430Z-61e49f36,448,0.28125,0.008928571428571428,0.04464285714285715,results/runs/llama32_3b_gpqa_stored_cross_domain_correct_thinking_off_k4__61e49f36a633c04a/run-20260318T153430Z-61e49f36.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T153426Z-7cac1fc9,448,0.25892857142857145,0.004464285714285714,0.022321428571428603,results/runs/llama32_3b_gpqa_stored_cross_domain_correct_thinking_off_k8__7cac1fc976301e8c/run-20260318T153426Z-7cac1fc9.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T153418Z-9602b491,448,0.26339285714285715,0.006696428571428571,0.0267857142857143,results/runs/llama32_3b_gpqa_stored_cross_domain_correct_thinking_off_k16__9602b491c2099131/run-20260318T153418Z-9602b491.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T153820Z-7ffc75bf,448,0.25223214285714285,0.022321428571428572,0.015625,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k2__7ffc75bfc460b965/run-20260318T153820Z-7ffc75bf.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T153627Z-5725f746,448,0.25669642857142855,0.006696428571428571,0.0200892857142857,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k4__5725f746b4b1b1df/run-20260318T153627Z-5725f746.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T153729Z-b70deb8d,448,0.2544642857142857,0.0,0.01785714285714285,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k8__b70deb8da25cf171/run-20260318T153729Z-b70deb8d.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gpqa,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T153615Z-c81a3cfa,448,0.2924107142857143,0.002232142857142857,0.05580357142857145,results/runs/llama32_3b_gpqa_stored_cross_domain_incorrect_thinking_off_k16__c81a3cfae7d8ec81/run-20260318T153615Z-c81a3cfa.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T154754Z-8ddb8ba4,1319,0.14556482183472327,0.008339651250947688,-0.003790750568612583,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k2__8ddb8ba4b0b8ab17/run-20260318T154754Z-8ddb8ba4.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T154714Z-3879762a,1319,0.10614101592115238,0.003032600454890068,-0.043214556482183475,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k4__3879762ac89244ed/run-20260318T154714Z-3879762a.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T154843Z-134527d0,1319,0.09401061410159212,0.003032600454890068,-0.05534495830174374,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k8__134527d042d31263/run-20260318T154843Z-134527d0.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T155006Z-0569950f,1319,0.08946171341925702,0.002274450341167551,-0.05989385898407884,results/runs/llama32_3b_gsm8k_stored_cross_domain_correct_thinking_off_k16__0569950f19b42d47/run-20260318T155006Z-0569950f.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T154906Z-1f50de1f,1319,0.1425322213798332,0.01061410159211524,-0.0068233510235026495,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k2__1f50de1f0fc1ac85/run-20260318T154906Z-1f50de1f.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T154836Z-cd8b54f1,1319,0.1023502653525398,0.006823351023502654,-0.04700530705079606,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k4__cd8b54f1b0a4ac0c/run-20260318T154836Z-cd8b54f1.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T155252Z-a0fea0a9,1319,0.10538286580742987,0.0037907505686125853,-0.04397270659590599,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k8__a0fea0a91d788480/run-20260318T155252Z-a0fea0a9.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,gsm8k,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T155106Z-31ca2973,1319,0.09249431387414708,0.001516300227445034,-0.056861258529188774,results/runs/llama32_3b_gsm8k_stored_cross_domain_incorrect_thinking_off_k16__31ca29736abb8b4c/run-20260318T155106Z-31ca2973.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T152358Z-3935bcf4,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k2__3935bcf421b13174/run-20260318T152358Z-3935bcf4.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T152458Z-7c2c4cb2,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k4__7c2c4cb2e0da9148/run-20260318T152458Z-7c2c4cb2.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T152601Z-afb06bc3,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k8__afb06bc377c4b701/run-20260318T152601Z-afb06bc3.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T152300Z-4c6914e9,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_correct_thinking_off_k16__4c6914e902c169d7/run-20260318T152300Z-4c6914e9.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T152800Z-406fdb9a,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k2__406fdb9afd180999/run-20260318T152800Z-406fdb9a.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T152802Z-7a9d1d4c,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k4__7a9d1d4c9d196451/run-20260318T152802Z-7a9d1d4c.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T152905Z-a1cd659b,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k8__a1cd659b82e893ce/run-20260318T152905Z-a1cd659b.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,aime,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T152705Z-7d310f0c,30,0.03333333333333333,0.0,-0.03333333333333333,results/runs/llama32_3b_aime_stored_cross_domain_incorrect_thinking_off_k16__7d310f0cfb42479a/run-20260318T152705Z-7d310f0c.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T160845Z-e0de89a7,14042,0.49601196410767695,0.0001424298532972511,-0.026848027346531855,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k2__e0de89a7143c5646/run-20260318T160845Z-e0de89a7.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T161333Z-3d75fa39,14042,0.49494374020794757,0.00035607463324312775,-0.027916251246261237,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k4__3d75fa39ff73f0b3/run-20260318T161333Z-3d75fa39.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T162235Z-e7d8806d,14042,0.4883207520296254,7.121492664862555e-05,-0.03453923942458342,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k8__e7d8806d12462ea7/run-20260318T162235Z-e7d8806d.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T163817Z-d41e8372,14042,0.4880358923230309,0.0002848597065945022,-0.0348240991311779,results/runs/llama32_3b_mmlu_stored_cross_domain_correct_thinking_off_k16__d41e837231106d59/run-20260318T163817Z-d41e8372.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,2,complete,,run-20260318T161259Z-c7ac881c,14042,0.498860561173622,0.0004985044865403788,-0.02399943028058682,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k2__c7ac881cdb448866/run-20260318T161259Z-c7ac881c.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,4,complete,,run-20260318T161740Z-40dccd1d,14042,0.49230878792194843,0.0001424298532972511,-0.030551203532260374,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k4__40dccd1d36ed28bd/run-20260318T161740Z-40dccd1d.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,8,complete,,run-20260318T163406Z-088b752f,14042,0.4905284147557328,0.00035607463324312775,-0.03233157669847603,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k8__088b752f0282a9d8/run-20260318T163406Z-088b752f.json,
main,main_multimodel_external_contamination,llama,meta-llama/Llama-3.2-3B-Instruct,mmlu,off,multi_turn,stored_history,cross_domain,stored_incorrect,incorrect,16,complete,,run-20260318T164004Z-f60e2e26,14042,0.4915254237288136,0.00021364477994587666,-0.031334567725395224,results/runs/llama32_3b_mmlu_stored_cross_domain_incorrect_thinking_off_k16__f60e2e26abc5febd/run-20260318T164004Z-f60e2e26.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,2,complete,,run-20260318T165834Z-7efffa29,448,0.2700892857142857,0.004464285714285714,0.1651785714285714,results/runs/mistral7b_gpqa_stored_cross_domain_correct_thinking_off_k2__7efffa29c80e25d8/run-20260318T165834Z-7efffa29.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,4,complete,,run-20260318T165829Z-94e6262f,448,0.26339285714285715,0.006696428571428571,0.15848214285714285,results/runs/mistral7b_gpqa_stored_cross_domain_correct_thinking_off_k4__94e6262fb2c2fd6a/run-20260318T165829Z-94e6262f.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,8,complete,,run-20260318T165822Z-9d50dd93,448,0.28125,0.006696428571428571,0.1763392857142857,results/runs/mistral7b_gpqa_stored_cross_domain_correct_thinking_off_k8__9d50dd934e486aef/run-20260318T165822Z-9d50dd93.json,
main,main_multimodel_external_contamination,mistral,mistralai/Mistral-7B-Instruct-v0.1,gpqa,off,multi_turn,stored_history,cross_domain,stored_correct,correct,16,complete,,run-20260318T165750Z-b8801317,448,0.31026785714285715,0.004464285714285714,0.20535714285714285,results/runs/mistral7b_gpqa_stored_cross_domain_correct_thinking_off_k16__b8801317c9377591/run-20260318T165750Z-b8801317.json,
